Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
8.897          28.991        2183.507   10001   30001
8.902          10.018        1369.676   10002   30002
8.952          54.579         406.473   10002   30002
8.987          75.715          77.393   10003   30003
9.033          93.754        1981.469   10001   30001
9.041          76.134        6488.209   10004   30004
9.082          10.130         124.792   10004   30004
9.085          36.646         224.691   10004   30004
9.116          97.052        1075.918   10008   30008
9.148          42.779        3733.120   10004   30004
9.154          12.888          97.413   10005   30005
9.180          98.631          51.489   10001   30001
9.199          20.214        1752.172   10004   30004
9.218          59.726        3051.005   10003   30003
9.219          26.859         212.255   10003   30003
9.221          23.330        1493.189   10003   30003
9.235          22.628         981.433   10002   30002
9.235          52.672         532.080   10008   30008
9.293          94.079        1632.421   10004   30004
9.323          76.252         238.681   10003   30003
9.357          97.851         386.427   10002   30002
9.375          24.171         195.062   10005   30005
9.400          23.865         156.558   10005   30005
9.425          98.744         688.159   10003   30003
9.430           9.832         147.579   10002   30002
9.431          81.565        3267.919   10005   30005
9.437          82.235        1548.911   10005   30005
9.438          36.107         606.372   10003   30003
9.442          35.352          59.032   10005   30005
9.458          23.992         932.065   10009   30009
9.462          70.108         276.564   10005   30005
9.469          80.891        2444.361   10003   30003
9.483          64.804         116.888   10006   30006
9.535          23.133          20.297   10005   30005
9.601          86.382         456.774   10007   30007
9.628          36.355         180.894   10005   30005
9.648          84.722        4280.903   10002   30002
9.773          53.542        2038.120   10009   30009
9.792          57.421        3522.330   10005   30005
9.794          63.405        2506.676   10004   30004
9.801          91.271         457.571   10004   30004
9.813          31.540         788.627   10003   30003
9.813          59.590         973.209   10003   30003
9.813          71.691         242.935   10004   30004
9.843          15.817         319.492   10006   30006
9.855          12.849         225.673   10003   30003
9.879          87.670         747.012   10002   30002
9.880           6.084         854.666   10005   30005
9.894          38.757         823.629   10003   30003
9.895          11.958         602.701   10004   30004
9.905          71.707         205.347   10002   30002
9.925          93.539         164.509   10007   30007
9.928          42.243        1274.045   10002   30002
9.956           8.986        2919.745   10006   30006
9.970          90.048        1602.915   10002   30002
10.004          66.188        1329.836   10003   30003
10.026          66.206          44.082   10004   30004
10.035          91.361          89.877   10005   30005
10.045          31.858          31.106   10007   30007
10.050          29.278          93.938   10006   30006
10.071          42.054        2335.917   10004   30004
10.080          10.683        1763.634   10002   30002
10.082          18.436         832.041   10009   30009
10.096          43.176        3824.931   10010   30010
10.123          47.635        2415.707   10005   30005
10.142          86.741        1151.615   10003   30003
10.170          76.211         596.287   10006   30006
10.172          97.934         839.439   10003   30003
10.177          48.237        1264.391   10004   30004
10.244          47.129         560.994   10006   30006
10.258          86.061          17.324   10006   30006
10.258          17.685         353.903   10002   30002
10.264          95.512         157.562   10004   30004
10.276          98.977         921.529   10011   30011
10.283          52.286        2322.199   10002   30002
