Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
16.409          56.405          51.392   10010   30010
16.470          77.714          63.024   10008   30008
16.487          85.756         616.962   10010   30010
16.570          43.078         282.793   10006   30006
16.580          53.242         922.748   10004   30004
16.690          48.490         239.325   10010   30010
16.706          49.953        2529.289   10007   30007
16.748           5.326         137.221   10008   30008
16.765          31.650         522.058   10011   30011
16.780          94.429        3160.651   10009   30009
16.787          62.326        1745.249   10009   30009
16.803          63.961          17.336   10005   30005
16.835          71.719        2128.937   10007   30007
16.947          18.678        1138.767   10007   30007
16.969          30.227        3645.389   10008   30008
16.998          56.299         107.518   10008   30008
17.046          72.163         898.752   10010   30010
17.051           6.973        2002.930   10010   30010
17.093          52.950         944.444   10003   30003
17.181          79.733         390.146   10011   30011
17.194          93.153         270.274   10011   30011
17.197          65.081        1377.308   10008   30008
17.227          25.168         579.982   10006   30006
17.279          27.850        2908.293   10012   30012
17.315          32.855        1271.855   10013   30013
17.318           5.609         736.215   10009   30009
17.372          35.073         644.808   10010   30010
17.387          46.140        2627.567   10006   30006
17.423          32.211        2995.456   10011   30011
17.438          57.027        1953.132   10009   30009
17.491          18.842        5915.112   10004   30004
17.598          82.802         499.512   10007   30007
17.618          95.538        2510.936   10010   30010
17.619          58.393        3298.695   10013   30013
17.628          90.128         256.371   10013   30013
17.645          53.318         470.817   10010   30010
17.723          49.360         792.178   10011   30011
17.769          96.642        2878.556   10010   30010
17.796          57.180        1568.384   10009   30009
17.846          68.663         950.009   10010   30010
17.863          96.001        1659.317   10012   30012
17.960          68.393        5007.502   10009   30009
17.962          79.514         536.816   10011   30011
18.018          16.676         165.500   10005   30005
18.024          75.959         341.627   10008   30008
18.045          80.172        1542.851   10009   30009
18.141          70.661        1587.399   10005   30005
18.155          79.217           5.475   10006   30006
18.170          69.796        1297.315   10003   30003
18.183          90.448         799.522   10011   30011
18.209          68.652        1345.233   10012   30012
18.343          96.997        1461.402   10010   30010
18.357          85.937        1378.332   10008   30008
18.359          59.507        1119.261   10014   30014
18.439          53.122         346.556   10008   30008
18.440          78.808        2391.320   10006   30006
18.457          95.351         602.746   10006   30006
18.475          55.024        1732.398   10007   30007
18.484          62.925         518.565   10015   30015
18.535          89.959         550.616   10007   30007
18.551          25.543        3454.221   10008   30008
18.565          37.556        1070.530   10011   30011
18.618          81.383         403.234   10007   30007
18.632          33.830        1225.971   10010   30010
18.633          53.303        4942.035   10003   30003
18.679          74.848         218.466   10015   30015
18.682          19.425        2358.252   10009   30009
18.769          51.015         287.915   10004   30004
18.793          25.341        1568.801   10012   30012
18.845          12.403         532.904   10014   30014
18.849          58.975         578.831   10007   30007
18.903          94.225         745.688   10008   30008
18.958          64.869         881.768   10006   30006
18.971          95.149        1716.697   10008   30008
18.979          78.479        2226.780   10007   30007
18.983          63.351         231.571   10009   30009
18.992          71.033         128.266   10014   30014
19.140          27.548        1886.580   10004   30004
19.180          27.549          34.246   10008   30008
19.321           5.282         147.524   10008   30008
19.364          74.665         245.202   10006   30006
19.372          47.087        1113.348   10006   30006
19.397          64.413         515.805   10009   30009
19.450          81.082         484.265   10008   30008
19.456          67.457        1846.005   10009   30009
19.506          57.896           3.882   10011   30011
19.517          67.650         459.981   10005   30005
19.551          89.214         611.754   10005   30005
19.587          47.231        3138.233   10012   30012
19.717          95.386        1567.799   10007   30007
19.755          73.347        1549.062   10005   30005
19.759          59.203         943.583   10008   30008
19.764          57.109        1265.439   10007   30007
19.772          66.253         183.780   10008   30008
19.777          79.710         123.999   10011   30011
19.779          77.996         765.654   10007   30007
19.810           8.249         532.747   10011   30011
